PC1,PC2,PC3,PC4,PC5,PC6,PC7,binaryClass
0.8463899127286565,-0.47510319430666154,-0.37807435804160516,0.7891708156511242,-0.2922878897899807,-0.25129109582934106,0.006736856522513523,0
0.15241951898640868,-0.27003668196073977,-1.1067940457362213,0.6357103918510524,-0.36626763812043095,-1.042739025719461,0.11358002561581063,0
-0.058208592563405374,0.1411566090537633,-0.6471737350349301,-2.2061510432109683,-0.4433944869592291,0.9115294721932216,0.2885390609929391,0
1.7668069337587173,1.4977208189521931,1.8147095584217958,0.518111514520832,1.737622113979162,-0.4560954923733892,0.5867736157235639,0
-1.622658360841922,0.1369020616139295,0.9184243057599385,0.6121585588812537,-0.6817403132876365,-0.5437277266850955,-0.4523486464412831,0
2.788470883100096,2.66278917725422,-0.6777569386248254,-1.160193029240113,0.6891632127659019,-0.870380827111329,1.0806662884334557,0
-0.43146291379860674,1.213756737743658,-0.20874079133318726,-0.6868648414876889,-1.6255548633003913,0.5880048297924809,-0.7756509517073509,0
-1.850645385373548,0.37331995368500726,1.566079509763612,0.6479744258377641,-0.6577086554827644,-0.45396152032939374,0.37162985089217593,0
0.35485165261359614,-0.31342126681368104,0.7286894819164292,0.8548264516687426,-0.36075067411680845,0.21542612993171958,0.015054359071770228,0
-1.3937894426056214,-0.9485024182878992,0.6214515747525193,-0.7295472568530772,0.5573210739379323,0.31993820809329976,-0.07886026901107657,0
0.03458549054190729,-0.2513252307392615,1.4096348719380731,0.9346366508861935,-0.39885153746383106,0.6492220386407646,-0.287817230131125,0
1.7632115053957418,2.8240793006283615,1.1602673005636939,-0.9866485231231341,0.5325112389251083,0.22765498488719071,0.05747979787934938,0
2.4659711949889127,-0.9447919993284013,0.6612215323011902,1.1833734104367284,-0.04815745158893256,1.4297129874257952,-0.38156595313578023,0
-0.4874181226129614,-0.08597891306845094,0.441938680330896,0.7380915353653174,-0.46420548266751166,-0.3209505356057325,-0.030501383692311854,0
-0.39920959225876584,-1.1396738939948559,-0.9551702928623463,-0.8272440898717647,0.7196177789619326,-0.44854002821523137,0.6092800254517189,0
-0.0766555407795914,1.2936919911179388,0.023374352519159005,-0.47763919536081656,-1.4339200036875632,1.053108857067147,-0.22139430316075098,1
-0.889623435187698,-0.4460891170032553,-0.4170330890668243,0.12180923598065377,-0.21451900899251083,-0.7264352120804846,-0.4735865600952851,0
-0.5259747141487754,0.058218895242923875,0.8739459415074846,0.7106939131253466,-0.4616043998473676,-0.39298688602179854,0.758786468623467,0
-0.7636964741185158,0.04548830506594369,1.2686513432470936,0.8883968118032438,-0.439512340847418,0.25674978222857875,-0.04955027940019196,0
0.46799698646513543,-1.4592153433156465,-1.1265606569193287,-0.716886660046971,0.821621311900297,0.005397683359239967,0.17791001210938284,0
1.498618220665959,2.8141239874408925,0.4136297523925584,-1.1102769272278015,0.4684793626741141,-0.30981497483975406,-0.2679980162796456,0
-0.313261213245624,-1.2375959079033674,-0.27848083016699365,-0.7459600334975599,0.6921374419625131,0.11140668283865295,0.1787708327754838,0
-2.171464202510373,-0.48260327424285426,1.645510709740285,-0.807075541775724,0.48377660255060967,0.08034351519414,1.294186671639911,0
0.2372021763582052,1.131082285929956,-0.2280508764327637,-0.6785781193267296,-1.5338377244324175,0.592731465161734,-0.09214136323218992,0
-0.1383208420824308,-1.1503373530710672,0.3069718414262646,-0.6972412757271333,0.7409294781234931,0.32233013717130626,0.8892146452771649,0
4.394021802700411,-1.6098811813146325,-0.06336065229506432,1.4293293396421902,0.22158523147348355,2.258791238760984,-1.1665605697701427,0
-1.39595340522945,1.0583700679398307,0.6286423806087282,-1.0814529004331768,2.5527199595237278,-0.7981225595485161,-1.0243808873737588,0
1.5511996477322243,-0.7492445056063475,-1.1732007961237074,0.7813901863206486,-0.22077123773254193,-0.3566454001814525,-0.29410163517003507,0
-0.46197899965871203,-0.013556558613692283,1.158721666557989,0.7979532237213754,-0.4509600120449018,0.008489283704708793,0.3492966110038154,0
-0.5291158349167882,0.2681116069648519,0.06789562022688311,-2.056221326491997,-0.4468178424987536,1.4829526127041446,-0.09577928682970498,0
0.8156600930197643,-0.5029353443697862,-0.6635962638621694,0.7198051427614661,-0.3258232352431215,-0.4955951182633363,-0.06993452462621626,0
-0.3554800786460241,-0.2612103089947269,0.6465956746385129,0.8385236195885918,-0.4686447393636825,0.19515007231475096,-0.8887255005518443,0
-0.7711822588362148,-0.12323968894660614,1.1184727730061783,0.7826894335608283,-0.553456694086693,0.13349004696841546,-0.6920311335021585,0
